#t[s];p[mbar]p1 p2 p3;pg=50
10,76.2,76.3,75.4
20,93.7,93.7,92.8
30,111.2,111.0,110.1
40,128.5,128.3,127.5
50,145.9,145.8,144.9
60,163.2,163.1,162.3
70,180.7,180.5,179.6
80,198.1,197.8,196.9
90,214.5,214.3,213.4
100,231.9,231.7,232.6
110,249.3,249.0,248.3
120,266.8,266.4,265.5
130,284.2,283.8,283.0
140,301.6,301.2,300.4
150,318.9,318.4,317.7
160,336.4,336.0,335.1
170,353.7,353.4,352.5
180,371.1,370.7,369.8
190,388.5,387.9,387.2
200,405.8,405.3,404.5
