#t[s];p[mbar]p1 p2 p3;pg=9.7
10,18.9,18.7,18.8
20,22.8,22.2,22.3
30,26.0,25.7,25.9
40,29.5,29.3,29.4
50,33.2,33.2,32.9
60,36.8,36.8,36.5
70,40.1,40.2,40.0
80,43.6,43.8,43.6
90,47.2,47.2,47.0
100,50.7,50.8,50.7
110,54.2,54.0,54.2
120,57.7,57.9,57.6
130,61.3,61.1,61.6
140,65.2,64.9,64.8
150,68.3,68.2,68.3
160,72.2,72.0,71.9
170,75.4,75.1,75.3
180,79.0,78.8,78.8
190,82.4,82.2,82.5
200,86.0,85.8,85.9
