#t[s];p[mbar]p1 p2 p3;pg=0.5
10,1.9,1.9,1.9
20,2.0,2.0,2.0
30,2.1,2.1,2.1
40,2.2,2.2,2.2
50,2.3,2.3,2.3
60,2.5,2.5,2.5
70,2.6,2.6,2.6
80,2.7,2.7,2.7
90,2.8,2.8,2.8
100,2.9,2.9,2.9
110,3.0,3.0,3.0
120,3.1,3.1,3.1
130,3.2,3.2,3.2
140,3.3,3.3,3.3
150,3.5,3.5,3.5
160,3.6,3.6,3.6
170,3.7,3.8,3.7
180,3.8,3.8,3.8
190,4.0,4.0,4.0
200,4.1,4.1,4.1
