#t[s];p[mbar]p1 p2 p3;pg=2e-4
10,0.000536,0.000525,0.00053
20,0.000836,0.00083,0.00082
30,0.00119,0.00119,0.00116
40,0.00163,0.00163,0.0016
50,0.0021,0.00208,0.00206
60,0.00265,0.00261,0.00259
70,0.0032,0.00316,0.00311
80,0.00379,0.00377,0.00372
90,0.00437,0.00435,0.00432
100,0.00505,0.00501,0.00496
110,0.00573,0.00568,0.00565
120,0.00634,0.00628,0.00623
