#t[s];p[mbar]p1 p2 p3;pg=5e-5
10,0.000136,0.000136,0.000136
20,0.000210,0.000212,0.000210
30,0.000279,0.000279,0.000278
40,0.000339,0.000339,0.000339
50,0.000392,0.000397,0.000399
60,0.000447,0.000455,0.000454
70,0.000507,0.000513,0.000516
80,0.000560,0.000565,0.000568
90,0.000615,0.000617,0.000618
100,0.000660,0.000665,0.000663
110,0.000718,0.000722,0.000719
120,0.000783,0.000792,0.000784
