#t[s];p[mbar]p1 p2 p3
0,0.005,0.005,0.005
5,0.00032,0.00039,0.00038
10,0.00012,0.00013,0.00012
15,0.000057,0.000057,0.00006
20,0.000041,0.000041,0.000042
30,0.00003,0.000032,0.000032
40,0.0000277,0.0000284,0.0000285
50,0.0000259,0.0000264,0.0000264
60,0.0000245,0.0000248,0.0000251
70,0.0000235,0.0000238,0.0000239
80,0.0000227,0.0000229,0.000023
90,0.0000221,0.0000222,0.0000223
100,0.0000215,0.0000216,0.0000217
110,0.0000211,0.0000212,0.0000213
120,0.0000209,0.0000209,0.000021
